review_id,item_id,category,brand,user_id,size_ordered,user_height_cm,user_weight_kg,user_body_type,fit_feedback,review_text,rating,returned,return_reason
REV-002182,TOP-313,Top,Taavi,USR-9693,XL,164.4,75.0,Pear,Large,"Runs on the larger side, felt baggy and loose. Loose at the bust and chest armholes. Gaped at the waist quite a bit.",4,1,Fit
REV-002183,TOP-309,Top,Mango,USR-1127,XL,158.4,78.3,Hourglass,Fit,"Absolutely love the fit of size XL. Fits very comfortably around the waist. Great length, falls just right.",5,1,Not as pictured
REV-002184,ETH-410,Ethnic,Anouk,USR-5037,M,158.9,58.9,Regular,Fit,"Absolutely love the fit of size M. Watch out after washing, might shrink slightly.",5,0,None
REV-002185,JNS-203,Jeans,Roadster,USR-1796,M,157.9,60.0,Hourglass,Fit,Absolutely love the fit of size M. Plenty of room around the waist.,5,0,None
REV-002186,ETH-405,Ethnic,Libas,USR-9397,S,150.7,47.9,Hourglass,Fit,"Matches the size chart accurately, so comfortable. Chest and shoulder seams align nicely. A bit longer than pictured on the model.",5,0,None
REV-002187,JNS-204,Jeans,HRX,USR-8704,M,155.1,57.0,Petite,Fit,"Perfect fit right out of the package. Super stretchy and forgiving material. Length is quite long, might need tailoring.",5,0,None
REV-002188,DRS-108,Dress,Mango,USR-5540,M,169.3,73.5,Regular,Small,"Felt very suffocating in size M, recommend sizing up. Length is quite long, might need tailoring. The waistband dug right into my sides.",1,0,None
REV-002189,ETH-413,Ethnic,Taavi,USR-5877,XL,146.4,66.3,Petite,Fit,Perfect fit right out of the package. Fabric has zero stretch and is quite stiff. A bit longer than pictured on the model.,2,0,None
REV-002190,TOP-306,Top,Mast & Harbour,USR-1887,S,164.5,54.8,Regular,Fit,Perfect fit right out of the package. Rigid material with no give whatsoever.,4,0,None
REV-002191,ETH-406,Ethnic,Anouk,USR-7826,M,163.6,63.9,Regular,Fit,"Absolutely love the fit of size M. Waist was noticeably smaller than standard sizing. Watch out after washing, might shrink slightly.",5,0,None
REV-002192,ETH-405,Ethnic,Libas,USR-8255,M,158.0,59.8,Athletic,Fit,Absolutely love the fit of size M. Fits very comfortably around the waist. Chest and shoulder seams align nicely.,4,0,None
REV-002193,TOP-311,Top,Mast & Harbour,USR-9320,S,158.4,54.3,Hourglass,Fit,Perfect fit right out of the package. Buttons pulled open at the chest. Fits very comfortably around the waist.,5,0,None
REV-002194,TOP-312,Top,Wrogn,USR-3128,XS,157.8,44.2,Pear,Large,"Definitely oversized cut, consider sizing down. Loose at the bust and chest armholes. Waist is roomy and relaxed.",5,1,Fit
REV-002195,ETH-408,Ethnic,Libas,USR-6137,L,163.5,68.0,Athletic,Small,Ordered size L but this definitely runs small. Chest and shoulder seams align nicely. Fabric has zero stretch and is quite stiff.,2,1,Fit
REV-002196,DRS-103,Dress,Roadster,USR-6402,L,166.0,72.5,Athletic,Small,"I usually wear L, but this was way too snug. Way too tight across the bust and chest. Extremely tight around waist with almost no give.",5,1,Fit
REV-002197,TOP-303,Top,Dressberry,USR-4187,S,164.7,57.4,Regular,Large,"Definitely oversized cut, consider sizing down. Buttons pulled open at the chest. Great length, falls just right.",2,1,Fit
REV-002198,ETH-404,Ethnic,Taavi,USR-2527,XS,168.2,51.0,Hourglass,Fit,"Matches the size chart accurately, so comfortable. Fabric has zero stretch and is quite stiff. Gaped at the waist quite a bit.",2,1,Quality
REV-002199,JNS-212,Jeans,Mango,USR-1432,S,156.4,47.8,Pear,Fit,"Perfect fit right out of the package. Length is quite long, might need tailoring.",5,0,None
REV-002200,DRS-104,Dress,Taavi,USR-6455,L,169.8,77.3,Hourglass,Fit,"Matches the size chart accurately, so comfortable. Plenty of room around the waist. Rigid material with no give whatsoever.",4,0,None
REV-002201,TOP-308,Top,Dressberry,USR-3242,XL,165.8,75.0,Pear,Large,Ordered my usual size XL and it was swimming on me. Gaped at the waist quite a bit. Rigid material with no give whatsoever.,3,1,Fit
REV-002202,DRS-112,Dress,Mast & Harbour,USR-1284,M,156.5,60.1,Regular,Small,"Felt very suffocating in size M, recommend sizing up. Runs small at bust for anyone with curves. Extremely tight around waist with almost no give.",3,1,Quality
REV-002203,JNS-210,Jeans,Dressberry,USR-2099,L,161.6,69.0,Athletic,Small,Ordered size L but this definitely runs small. The fabric has amazing stretch and recovery. Very constricting waistline.,1,1,Fit
REV-002204,TOP-312,Top,Wrogn,USR-2210,S,161.7,56.8,Athletic,Large,Ordered my usual size S and it was swimming on me. Loose at the bust and chest armholes. Plenty of room around the waist.,2,0,None
REV-002205,DRS-101,Dress,Mango,USR-2842,L,166.2,73.3,Regular,Fit,Size L fits like a glove! True to size. Extremely tight around waist with almost no give. Buttons pulled open at the chest.,5,0,None
REV-002206,ETH-411,Ethnic,W for Woman,USR-8282,M,158.0,57.3,Pear,Small,"Felt very suffocating in size M, recommend sizing up. Great length, falls just right. Fabric has zero stretch and is quite stiff.",2,1,Fit
REV-002207,ETH-408,Ethnic,Libas,USR-9495,XS,155.3,40.0,Athletic,Small,"Ordered size XS but this definitely runs small. Watch out after washing, might shrink slightly. Length is quite long, might need tailoring.",2,0,None
REV-002208,ETH-411,Ethnic,W for Woman,USR-3250,L,163.9,68.5,Regular,Small,"Felt very suffocating in size L, recommend sizing up. Rigid material with no give whatsoever.",3,1,Fit
REV-002209,JNS-212,Jeans,Mango,USR-3898,XS,164.3,44.5,Pear,Fit,"Perfect fit right out of the package. Too long for my height, dragged on the floor without heels. Fits very comfortably around the waist.",4,0,None
REV-002210,TOP-307,Top,HRX,USR-6211,XS,160.1,42.3,Pear,Small,"Felt very suffocating in size XS, recommend sizing up. Fits very comfortably around the waist. A little too short on me.",2,1,Fit
REV-002211,TOP-309,Top,Mango,USR-3233,XS,171.8,56.3,Regular,Fit,"Matches the size chart accurately, so comfortable. Runs small at bust for anyone with curves. Rigid material with no give whatsoever.",5,0,None
REV-002212,ETH-405,Ethnic,Libas,USR-2221,L,171.0,78.4,Petite,Fit,Size L fits like a glove! True to size. A bit longer than pictured on the model. Chest and shoulder seams align nicely.,4,0,None
REV-002213,TOP-307,Top,HRX,USR-6007,XS,156.4,46.2,Regular,Small,Ordered size XS but this definitely runs small. Love the comfortable stretch in this fabric. A little too short on me.,2,1,Fit
REV-002214,JNS-212,Jeans,Mango,USR-4903,S,164.9,54.3,Athletic,Fit,Size S fits like a glove! True to size. A bit longer than pictured on the model.,3,0,None
REV-002215,TOP-310,Top,Roadster,USR-1323,M,163.2,56.9,Pear,Fit,"Matches the size chart accurately, so comfortable. Loose at the bust and chest armholes. Waist is roomy and relaxed.",5,1,Quality
REV-002216,TOP-307,Top,HRX,USR-1645,XS,150.4,40.0,Petite,Fit,Perfect fit right out of the package. A bit longer than pictured on the model. Love the comfortable stretch in this fabric.,4,0,None
REV-002217,ETH-402,Ethnic,Anouk,USR-8252,S,164.0,56.7,Pear,Fit,"Size S fits like a glove! True to size. Fits very comfortably around the waist. Watch out after washing, might shrink slightly.",3,0,None
REV-002218,DRS-104,Dress,Taavi,USR-8683,L,158.7,65.1,Regular,Fit,Absolutely love the fit of size L. Waist is roomy and relaxed. Rigid material with no give whatsoever.,4,1,Quality
REV-002219,DRS-103,Dress,Roadster,USR-3877,M,170.5,64.4,Hourglass,Fit,"Matches the size chart accurately, so comfortable. Love the comfortable stretch in this fabric. Runs small at bust for anyone with curves.",4,0,None
REV-002220,ETH-402,Ethnic,Anouk,USR-4769,L,160.2,64.4,Pear,Fit,"Absolutely love the fit of size L. Watch out after washing, might shrink slightly. Runs small at bust for anyone with curves.",4,0,None
REV-002221,DRS-104,Dress,Taavi,USR-3715,M,153.3,56.5,Pear,Small,"Beautiful piece, but sizing is off and it runs tight. Fabric has zero stretch and is quite stiff. Too long for my height, dragged on the floor without heels.",1,0,None
REV-002222,TOP-305,Top,Mango,USR-4764,L,166.3,71.3,Regular,Fit,"Matches the size chart accurately, so comfortable. Way too tight across the bust and chest.",5,0,None
REV-002223,TOP-310,Top,Roadster,USR-1078,S,149.3,45.3,Pear,Small,"Ordered size S but this definitely runs small. Length is quite long, might need tailoring. Loose at the bust and chest armholes.",1,0,None
REV-002224,TOP-309,Top,Mango,USR-9457,M,156.5,57.8,Hourglass,Fit,"Perfect fit right out of the package. Fabric has zero stretch and is quite stiff. Great length, falls just right.",4,0,None
REV-002225,JNS-205,Jeans,Dressberry,USR-8277,L,165.8,79.4,Pear,Small,"I usually wear L, but this was way too snug. Great length, falls just right. Waist was noticeably smaller than standard sizing.",1,1,Fit
REV-002226,DRS-108,Dress,Mango,USR-2592,M,159.1,54.0,Hourglass,Large,Had to return size M because it was much too big. A bit longer than pictured on the model. Very constricting waistline.,4,1,Fit
REV-002227,DRS-105,Dress,Mango,USR-3718,M,170.3,70.6,Pear,Fit,"Matches the size chart accurately, so comfortable. The waistband dug right into my sides. Tight across the shoulders and chest area.",4,0,None
REV-002228,DRS-110,Dress,Dressberry,USR-3559,M,171.1,71.1,Athletic,Fit,Absolutely love the fit of size M. Fits very comfortably around the waist. Cropped shorter than expected for tall frames.,5,0,None
REV-002229,DRS-107,Dress,Mast & Harbour,USR-9979,XS,154.6,43.4,Petite,Small,"Beautiful piece, but sizing is off and it runs tight. Fabric has zero stretch and is quite stiff. Length is quite long, might need tailoring.",1,0,None
REV-002230,TOP-306,Top,Mast & Harbour,USR-5061,L,151.9,59.4,Regular,Fit,"Absolutely love the fit of size L. Length is quite long, might need tailoring. Fabric has zero stretch and is quite stiff.",4,0,None
REV-002231,DRS-104,Dress,Taavi,USR-9770,XL,170.6,88.0,Regular,Fit,"Matches the size chart accurately, so comfortable. Watch out after washing, might shrink slightly. A bit longer than pictured on the model.",4,0,None
REV-002232,TOP-310,Top,Roadster,USR-9876,L,168.2,78.2,Pear,Fit,"Matches the size chart accurately, so comfortable. Waist is roomy and relaxed. Loose at the bust and chest armholes.",4,0,None
REV-002233,DRS-108,Dress,Mango,USR-1069,S,158.6,47.3,Regular,Fit,"Absolutely love the fit of size S. Too long for my height, dragged on the floor without heels. Very constricting waistline.",5,0,None
REV-002234,ETH-408,Ethnic,Libas,USR-3981,M,168.3,70.2,Pear,Small,"I usually wear M, but this was way too snug. Chest and shoulder seams align nicely. Watch out after washing, might shrink slightly.",2,1,Fit
REV-002235,ETH-402,Ethnic,Anouk,USR-8840,M,163.2,65.7,Pear,Fit,Size M fits like a glove! True to size. Runs small at bust for anyone with curves. Rigid material with no give whatsoever.,5,0,None
REV-002236,DRS-104,Dress,Taavi,USR-4932,L,164.7,76.2,Regular,Small,"Beautiful piece, but sizing is off and it runs tight. Gaped at the waist quite a bit. Too long for my height, dragged on the floor without heels.",2,1,Fit
REV-002237,JNS-204,Jeans,HRX,USR-5907,L,171.3,74.2,Pear,Fit,"Matches the size chart accurately, so comfortable. Fits very comfortably around the waist. Love the comfortable stretch in this fabric.",5,0,None
REV-002238,TOP-306,Top,Mast & Harbour,USR-5886,M,168.3,71.2,Regular,Fit,Size M fits like a glove! True to size. Fabric has zero stretch and is quite stiff. Fits very comfortably around the waist.,3,1,Not as pictured
REV-002239,TOP-303,Top,Dressberry,USR-7473,L,159.4,66.2,Hourglass,Fit,"Matches the size chart accurately, so comfortable. Rigid material with no give whatsoever. Buttons pulled open at the chest.",4,0,None
REV-002240,TOP-310,Top,Roadster,USR-2309,M,153.0,63.7,Regular,Fit,"Absolutely love the fit of size M. Too long for my height, dragged on the floor without heels. Loose at the bust and chest armholes.",4,0,None
REV-002241,ETH-401,Ethnic,Libas,USR-8090,L,154.4,57.9,Hourglass,Large,Had to return size L because it was much too big. A bit longer than pictured on the model. Plenty of room around the waist.,4,1,Fit
REV-002242,DRS-110,Dress,Dressberry,USR-6379,M,156.8,62.2,Hourglass,Small,"Felt very suffocating in size M, recommend sizing up. The waistband dug right into my sides. Length was somewhat brief.",2,1,Fit
REV-002243,TOP-304,Top,HRX,USR-4407,XS,162.3,45.1,Regular,Large,"Definitely oversized cut, consider sizing down. The fabric has amazing stretch and recovery. Fits very comfortably around the waist.",4,1,Fit
REV-002244,TOP-306,Top,Mast & Harbour,USR-9670,M,165.4,57.4,Athletic,Large,"Definitely oversized cut, consider sizing down. Chest and shoulder seams align nicely. Rigid material with no give whatsoever.",4,1,Fit
REV-002245,JNS-206,Jeans,Mast & Harbour,USR-4635,M,168.5,65.9,Athletic,Fit,"Perfect fit right out of the package. Length is quite long, might need tailoring.",5,0,None
REV-002246,JNS-201,Jeans,Roadster,USR-3842,XS,165.2,53.4,Regular,Small,"Ordered size XS but this definitely runs small. Extremely tight around waist with almost no give. Great length, falls just right.",2,0,None
REV-002247,JNS-211,Jeans,Roadster,USR-9695,S,158.5,53.9,Athletic,Small,"I usually wear S, but this was way too snug. Waist was noticeably smaller than standard sizing. Cropped shorter than expected for tall frames.",3,1,Fit
REV-002248,JNS-205,Jeans,Dressberry,USR-3674,XL,168.3,83.8,Hourglass,Fit,"Matches the size chart accurately, so comfortable. The waistband dug right into my sides.",4,0,None
REV-002249,ETH-405,Ethnic,Libas,USR-8506,M,157.0,67.3,Hourglass,Small,"Ordered size M but this definitely runs small. Length is quite long, might need tailoring. Tight across the shoulders and chest area.",2,0,None
REV-002250,TOP-310,Top,Roadster,USR-4814,XS,147.7,40.7,Petite,Fit,Perfect fit right out of the package. Loose at the bust and chest armholes. A bit longer than pictured on the model.,1,0,None
REV-002251,ETH-411,Ethnic,W for Woman,USR-9183,XS,156.0,43.9,Pear,Fit,"Absolutely love the fit of size XS. Length is quite long, might need tailoring. Watch out after washing, might shrink slightly.",5,0,None
REV-002252,DRS-101,Dress,Mango,USR-1475,M,151.7,57.0,Petite,Fit,Perfect fit right out of the package. Buttons pulled open at the chest. Waist was noticeably smaller than standard sizing.,4,0,None
REV-002253,TOP-303,Top,Dressberry,USR-8998,M,161.0,63.9,Hourglass,Fit,Absolutely love the fit of size M. Fabric has zero stretch and is quite stiff. Way too tight across the bust and chest.,5,1,Quality
REV-002254,ETH-412,Ethnic,Libas,USR-2492,M,167.2,67.7,Pear,Fit,"Perfect fit right out of the package. Too long for my height, dragged on the floor without heels. Fabric has zero stretch and is quite stiff.",5,0,None
REV-002255,JNS-202,Jeans,Mango,USR-6996,M,167.0,63.9,Hourglass,Fit,"Absolutely love the fit of size M. Length is quite long, might need tailoring. Rigid material with no give whatsoever.",4,0,None
REV-002256,JNS-209,Jeans,Mast & Harbour,USR-2161,L,154.4,64.9,Regular,Fit,"Perfect fit right out of the package. Length is quite long, might need tailoring.",4,0,None
REV-002257,ETH-403,Ethnic,W for Woman,USR-6623,M,158.5,49.3,Athletic,Small,"Felt very suffocating in size M, recommend sizing up. Great length, falls just right. Extremely tight around waist with almost no give.",1,1,Quality
REV-002258,ETH-403,Ethnic,W for Woman,USR-4674,XS,161.3,51.3,Pear,Small,"Ordered size XS but this definitely runs small. Watch out after washing, might shrink slightly.",2,1,Fit
REV-002259,TOP-302,Top,Wrogn,USR-2217,S,159.7,62.5,Athletic,Small,"Beautiful piece, but sizing is off and it runs tight. Waist was noticeably smaller than standard sizing. Length is quite long, might need tailoring.",1,1,Fit
REV-002260,DRS-103,Dress,Roadster,USR-4350,S,164.9,53.8,Regular,Small,"I usually wear S, but this was way too snug. Buttons pulled open at the chest. Great length, falls just right.",1,1,Fit
REV-002261,ETH-407,Ethnic,W for Woman,USR-6937,L,159.2,69.1,Regular,Large,Had to return size L because it was much too big. Chest and shoulder seams align nicely. Fits very comfortably around the waist.,3,0,None
REV-002262,ETH-405,Ethnic,Libas,USR-5744,XL,165.9,85.5,Regular,Fit,"Size XL fits like a glove! True to size. Length is quite long, might need tailoring.",5,0,None
REV-002263,TOP-307,Top,HRX,USR-6793,L,170.5,80.1,Athletic,Small,"Beautiful piece, but sizing is off and it runs tight. Super stretchy and forgiving material. The waistband dug right into my sides.",2,1,Quality
